RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
040-002360875,File,Published,036-002360855,EAP310/4/2/20,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 174 TIFF images; 4.92GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000366,,http://eap.bl.uk/database/overview_item.a4d?catId=19791;r=3269,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the texts including instructions on discipline and various ritual texts. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 348 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,20,1650,Thor bu lHag pa tshul khrims kyi bslab pa sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360876,File,Published,036-002360855,EAP310/4/2/21,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 275 TIFF images; 7.78GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000367,,http://eap.bl.uk/database/overview_item.a4d?catId=19792;r=6784,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the texts including instructions on Mahamudra by gTsang pa rGya ras. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 550 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,21,1650,Thor bu rGyu 'bras gsal ba'i phreng ba sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360877,File,Published,036-002360855,EAP310/4/2/22,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 120 TIFF images; 3.39GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000368,,http://eap.bl.uk/database/overview_item.a4d?catId=19793;r=6488,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the texts including Tshul bzhi gzhung don gsal byed and a manual to expound Bodhicaryavatara. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 240 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,22,1650,Thor bu Tshul bzhi gzhung don gsal byed sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360878,File,Published,036-002360855,EAP310/4/2/23,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 416 TIFF images; 17.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000369,,http://eap.bl.uk/database/overview_item.a4d?catId=19794;r=12007,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the accounts of the past lifetimes of the Buddha composed by Ashvaghosa and Karmapa Rang byung rDo rje. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 620 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,23,1650,Thor bu sTon pa'i skyes rabs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360879,File,Published,036-002360855,EAP310/4/2/24,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 228 TIFF images; 6.42GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00036a,,http://eap.bl.uk/database/overview_item.a4d?catId=19795;r=9964,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts including the ritual practice on Vajrapani with blue attire. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 332 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,24,1650,Thor bu Phyag rdor gos sngon can gyi sgrub thabs sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360880,File,Published,036-002360855,EAP310/4/2/25,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 206 TIFF images; 5.83GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00036b,,http://eap.bl.uk/database/overview_item.a4d?catId=19796;r=4015,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains teachings of rGod tshang pa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 310 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,25,1650,Thor bu rGod tshang pa'I gsung 'bum,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360881,File,Published,036-002360855,EAP310/4/2/26,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 164 TIFF images; 4.64GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00036c,,http://eap.bl.uk/database/overview_item.a4d?catId=19797;r=4701,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains teachings from the dGongs 'dus cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 346 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,26,1650,Thor bu dGongs 'dus nor bu padma'i phreng ba,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360882,File,Published,036-002360855,EAP310/4/2/27,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 141 TIFF images; 3.99GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00036d,,http://eap.bl.uk/database/overview_item.a4d?catId=19798;r=12104,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains ritual texts from the Byang gter cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 210 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,27,1650,Thor bu Byang gter thugs sgrub drag po'i skor,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360883,File,Published,036-002360855,EAP310/4/2/28,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 118 TIFF images; 3.34GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00036e,,http://eap.bl.uk/database/overview_item.a4d?catId=19799;r=1334,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains rituals treasure texts discovered by 'Gro 'dul Chos rje Gling pa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 170 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,28,1650,Thor bu 'Gro 'dul chos rje gling pa'i gter ma,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360884,File,Published,036-002360855,EAP310/4/2/29,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 140 TIFF images; 3.96GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00036f,,http://eap.bl.uk/database/overview_item.a4d?catId=19800;r=17446,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains rituals treasure texts discovered by Rig 'dzin rgod ldem. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 140 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,29,1650,Thor bu Rig 'dzin rgod ldem gter ma,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360858,File,Published,036-002360855,EAP310/4/2/3,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 372 TIFF images; 10.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000355,,http://eap.bl.uk/database/overview_item.a4d?catId=19774;r=12079,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains a sutra which consists of chanting of names of 5,453 Buddhas. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. The verso of the first folio has also a silk cover. 1 volume containing 372 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.",3,1650,Thor bu Sangs rgyas mtshan lnga stong,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360885,File,Published,036-002360855,EAP310/4/2/30,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 274 TIFF images; 7.75GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000370,,http://eap.bl.uk/database/overview_item.a4d?catId=19801;r=28263,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains rituals treasure texts from the Phur pa yang gsang bla med cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 400 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,30,1650,Thor bu Phur pa yang gsang bla med chos skor,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360886,File,Published,036-002360855,EAP310/4/2/31,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 26 TIFF images; 1.09GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000371,,http://eap.bl.uk/database/overview_item.a4d?catId=19802;r=14580,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains a commentary on Abhisamayalankarakarika. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 50 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,31,1650,Thor bu mNgon rtogs rgyan 'grel don gsal rnam bshad,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360887,File,Published,036-002360855,EAP310/4/2/32,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 103 TIFF images; 2.91GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000372,,http://eap.bl.uk/database/overview_item.a4d?catId=19803;r=24758,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the ritual texts on Hayagriva and Vajravarahi practice discovered by 'Ja' tshon sNying po. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 150 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,32,1650,Thor bu 'Ja' tshon snying po'i rta phag yid bzhin nor bu,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360888,File,Published,036-002360855,EAP310/4/2/33,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 132 TIFF images; 3.73GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000373,,http://eap.bl.uk/database/overview_item.a4d?catId=19804;r=21544,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains teachings on Mahamudra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 190 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,33,1650,Thor bu Phyag chen rnal 'byor bzhi bshad,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360889,File,Published,036-002360855,EAP310/4/2/34,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 455 TIFF images; 19.2GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000374,,http://eap.bl.uk/database/overview_item.a4d?catId=19805;r=4207,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains instructions by rTogs ldan Zla ba Senge. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 675 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,34,1650,Thor bu rTogs ldan zla ba seng ges mdzad pa'I khrid yig,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360890,File,Published,036-002360855,EAP310/4/2/35,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 329 TIFF images; 9.31GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000375,,http://eap.bl.uk/database/overview_item.a4d?catId=19806;r=3242,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains teachings from the dGongs 'dus cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 650 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,35,1650,Thor bu dGongs 'dus yang gsang rtsa ba'i thugs sgrub,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360891,File,Published,036-002360855,EAP310/4/2/36,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 21 TIFF images; 908MB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000376,,http://eap.bl.uk/database/overview_item.a4d?catId=19807;r=12547,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains tantric texts including dPal ba gsang ba rdo rje rgyud kyi rgyal po. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 30 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,36,1650,Thor bu gSang ba rdo rje rgyud kyi rgyal po sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360892,File,Published,036-002360855,EAP310/4/2/37,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 306 TIFF images; 8.66GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000377,,http://eap.bl.uk/database/overview_item.a4d?catId=19808;r=16151,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains tantric teachings from the dGongs 'dus cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 600 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,37,1650,Thor bu dGongs 'dus mkha' 'gro'I las tshogs skor,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360893,File,Published,036-002360855,EAP310/4/2/38,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 187 TIFF images; 7.89GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000378,,http://eap.bl.uk/database/overview_item.a4d?catId=19809;r=32415,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains ritual texts from the Rig 'dzin thugs thig cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 420 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,38,1650,Thor bu sMin gling zab chos rig 'dzin thugs thig,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360894,File,Published,036-002360855,EAP310/4/2/39,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 77 TIFF images; 3.25GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000379,,http://eap.bl.uk/database/overview_item.a4d?catId=19810;r=22672,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains ritual texts for the practice of gZa' deity. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 100 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,39,1650,Thor bu Khyab 'jug gza'i spu gri las byang sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360859,File,Published,036-002360855,EAP310/4/2/4,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 276 TIFF images; 11.6GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000356,,http://eap.bl.uk/database/overview_item.a4d?catId=19775;r=7176,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume is the first one of a treatise on the biography of the historical Buddha by gTsang mkhan chen dPal ldan rGya mtsho, who also wrote the biography of Zhabs drung Ngag dbang rNam rgyal. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. The verso of the first folio has also a silk cover. 1 volume containing 276 folios of manuscripts on paper in loose leaf poti format of varying sizes.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.",4,1650,Thor bu Thub dbang rnam thar Ka,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360895,File,Published,036-002360855,EAP310/4/2/40,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 134 TIFF images; 3.79GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00037a,,http://eap.bl.uk/database/overview_item.a4d?catId=19811;r=17341,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains ritual texts on the practice of Avalokiteshvara known as Thugs rje chen po mun sel sgron me. The text was discovered by Padma Gling pa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 190 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,40,1650,Thor bu Thugs rje chen mo mun sel sgron me'i skor,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360896,File,Published,036-002360855,EAP310/4/2/41,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 175 TIFF images; 4.95GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00037b,,http://eap.bl.uk/database/overview_item.a4d?catId=19812;r=1994,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts on the production of religious sacred substances. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 160 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,41,1650,Thor bu bDud rtsi sman gyi sgrub thabs sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360897,File,Published,036-002360855,EAP310/4/2/42,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 352 TIFF images; 9.96GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00037c,,http://eap.bl.uk/database/overview_item.a4d?catId=19813;r=10001,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts from the cycle of teachings discovered by Rig 'dzin rGod ldem. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 160 folios of manuscripts on paper in loose leaf poti format. Dates of original material: unknown. Volume: None. Script(s) of material: Tibetan dBu med script.,42,1650,Thor rGod ldem gter ma gsang mtshan thugs kyi sgrub pa'I chos sko,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360898,File,Published,036-002360855,EAP310/4/2/43,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 234 TIFF images; 6.62GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00037d,,http://eap.bl.uk/database/overview_item.a4d?catId=19814;r=27793,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts from the cycle of Zhi khro dgongs pa rang grol. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 350 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,43,1650,Thor bu Zhi khro dgongs pa rang grol skor,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360899,File,Published,036-002360855,EAP310/4/2/44,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 111 TIFF images; 4.68GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00037e,,http://eap.bl.uk/database/overview_item.a4d?catId=19815;r=22608,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts on meditation practice including Chos drug rdo rje tshig rkang. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 150 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can and dBu med scripts.,44,1650,Thor bu Chos drug rdo rje tshig rkang sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360900,File,Published,036-002360855,EAP310/4/2/45,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 222 TIFF images; 9.37GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00037f,,http://eap.bl.uk/database/overview_item.a4d?catId=19816;r=20695,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts entitled Chos khyi 'byung gnas gsung rabs rin po che'I mdzod. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 330 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,45,1650,Thor bu Chos kyi 'byung gnas gsung rabs rin po che'I mdzod,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360901,File,Published,036-002360855,EAP310/4/2/46,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 110 TIFF images; 4.64GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000380,,http://eap.bl.uk/database/overview_item.a4d?catId=19817;r=10575,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains a treatise called rTen 'brel phar rgyas chen mo. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 220 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,46,1650,Thor bu rTen 'brel phra rgyas chen mo sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360902,File,Published,036-002360855,EAP310/4/2/47,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 228 TIFF images; 6.45GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000381,,http://eap.bl.uk/database/overview_item.a4d?catId=19818;r=27071,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains a treatise on the philosophy and practice of Buddhism from a bKa' gdams pa master. The book was handwritten in Taktshang using an exemplar which was written by Kahthogpa Ye she 'bum. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 335 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,47,1650,Thor bu mang ngag rgya mtsho,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360903,File,Published,036-002360855,EAP310/4/2/48,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 329 TIFF images; 13.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000382,,http://eap.bl.uk/database/overview_item.a4d?catId=19819;r=29180,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains texts from the cycle of Klong gsal gsang ba snying thig discovered by Ratna Lingpa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 495 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,48,1650,Thor bu Lung bstan bka' rgya ma sogs,,,,"Bhutan, Asia, Unspecified",,,,,
