0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MS-ADD-01380-01381,"A modern manuscript containing the Kauśīdyavīryotsāhanāvadāna and the Snātāvadāna. In Bendall's catalogue (1883) this manuscript is described under two different classmarks, Add.1380 (Snātāvadāna) and Add.1381 ( Kauśighavīryotsāhanāvadāna(!) ), as if it were two distinct manuscripts. However, many common features points to the fact that they are two parts of one single manuscript (paper, folio dimensions, layout and script are identical in the two). Moreover, in Add.1381 the foliation ends with 11, while in Add.1380 it begins with 12 (and not 11, as stated in Bendall 1883: 80). These two avadānas belong to the cycle of king Aśoka and the monk Upagupta, and are versified versions from the Ratnāvadānamālā. In the edition by Takahata (1954), the frame story of the Kauśīdyavīryotsāhanāvadāna consists of only four stanzas and is different from the one found in the present manuscript. His edition is based mainly on a manuscript kept in the Kyōto University Library, but in the critical apparatus he states that the longer version in nine stanzas is witnessed in four other manuscripts used by him (it is also present in a manuscript microfilmed by the Nepal-German Manuscripts Preservation Project [NGMCP] with reel No. A 117-9, acc. No. NAK 3/596, and the title Avadānaratnamālā). Parallel versions of the stories can be found in other collections, like the Avadānaśataka (II.3, Snātāvadāna; I.3, Kuśīdāvadāna). The title Kauśighavīryotsāhanāvadāna(!) given in the manuscript is wrong due to trivial scribal errors (i instead of ī, and the common misreading of gha for dya, two akṣaras very similar in Nepalese scripts).",A modern manuscript containing the Kauśīdyavīryotsāhanāvadāna and the Snātāvadāna. In Bendall's catalogue (1883) this manuscript,"Kauśīdyavīryotsāhanāvadāna, Snātāvadāna",,,Kauśīdyavīryotsāhanāvadāna,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01380-01381,nep_multi_layered_paper,1701,1900,1000132,Nepal.,nepālākṣarā,,13,"34,7","7,8",27
MS-ADD-01164-00003,"These three paper folios contain the Nairātmāguhyeśvarīmantradhāraṇī, a ritualistic text dedicated to the tantric goddess Nairātmā-Guhyeśvarī. It consists of a longer hṛdayamantra (heart-mantra) followed by a section with a description of the deity herself and further spells.","These three paper folios contain the Nairātmāguhyeśvarīmantradhāraṇī, a ritualistic text dedicated to the tantric goddess",Nairātmāguhyeśvarīmantradhāraṇī,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01164-00003,paper,1801,1850,1000132,Nepal.,nepālākṣarā,san,8,32,6,29
MS-ADD-01708-00002,A palm-leaf manuscript of a Commentary on the Nāmasaṅgīti.,A palm-leaf manuscript of a Commentary on the Nāmasaṅgīti.,Commentary on the Nāmasaṅgīti@en,,W22003,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01708-00002,palm_leaf,,,,,nepālākṣarā,san,5,31,,
MS-OR-00131-00004,Three palm-leaf folios of the Prasenajitaparipṛcchā.,Three palm-leaf folios of the Prasenajitaparipṛcchā.,Prasenajitaparipṛcchā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00131-00004,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01464,"A palm-leaf manuscripts containing Rāhulabhadra 's Prajñāpāramitāstotra and the Aṣṭasāhasrikā Prajñāpāramitā. The 'Perfection of Wisdom in Eight Thousand Lines' (Aṣṭasāhasrikā Prajñāpāramitā) is one of the earliest Mahāyāna scriptures. This foundational sūtra of Mahāyāna Buddhism developed gradually over a period of about two hundred years, from the first century BCE to the first century CE (some of its earliest recensions were translated into Chinese during the Han dynasty, 206 BC – 220 CE). There is still no scholarly consensus as to the provenance of the text, but the most widespread view is that it was probably written in central or southern India. The 'Perfection of Wisdom in Eight Thousand Lines' presents its doctrine in the form of a dialogue between the Buddha and one of his disciples, the arhat Subhūti. In this dialogue ""the principal ontological message (message concerning what ultimately exists) […] is an extension of the Buddhist teaching of not-Self to equal no essential unchanging core, therefore no fundamentally real existence, as applied to all things without exception"" (Williams 2009; 52). This sūtra belongs to the early stratum of the so-called 'Perfection of Wisdom (prajñāpāramitā) literature,' subsequently expanded between the second and fourth centuries CE into other huge scriptures, for instance the 'Perfection of Wisdom in One Hundred Thousand Lines' (the Śatasāhasrikāprajñāpāramitā). The 'Perfection of Wisdom in Eight Thousand Stanzas' enjoyed a central role in the Buddhist cult of the book, and particularly in Newar Buddhism. This palm-leaf manuscript belongs to the Pāla tradition of illuminated manuscripts of the Aṣṭasāhasrikā Prajñāpāramitā in the ornamental Pāla script. The manuscript originally had six illuminated folios, each with three miniatures, but unfortunately the original first folio is missing. It has been replaced with a later palm-leaf folio without miniatures and in a different script. The date of the manuscript is controversial since in the colophon it is stated that it was copied in the fifth regnal year of the Pāla king Mahīpāla, but without specifying which of the two Pāla kings named Mahīpāla is meant. The fifth year of either is equivalent to c. 985 or after ca 1070, and since Mahīpāla II most probably reigned only for three years, the earliest date is more probable. The donor, a woman named Lāḍokā , is mentioned in the colophon. The manuscript is protected by two extremely beautiful painted wooden covers, both bearing traces of materials smeared during worship rites.",A palm-leaf manuscripts containing Rāhulabhadra 's Prajñāpāramitāstotra and the Aṣṭasāhasrikā Prajñāpāramitā. The 'Perfection,"Prajñāpāramitāstotra, Aṣṭasāhasrikā Prajñāpāramitā",K12,,Prajñāpāramitāstotra,"Nirvikalpastuti,Nirvikalpastava,Prajñāpāramitādevyā Ekaviṃśatistotra,Prajñāpāramitaikaviṃśatistotra,Shes rab kyi pha rol tu phyin pa'i bstod pa,Rnam par mi rtog pa'i bstod pa",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01464,corypha_palm_leaf,,,,,,,"5,4","53,4",,
MS-ADD-01546-00002,"This small-size black-paper manuscript containing the Mahāsaṃvarahṛdayadhāraṇī has the peculiarity of being written in inks of three different colours: gold, bronze and silver.",This small-size black-paper manuscript containing the Mahāsaṃvarahṛdayadhāraṇī has the peculiarity of being written in inks,Mahāsaṃvarahṛdayadhāraṇī,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01546-00002,black_paper,1601,1800,1000132,Nepāl.,nepālākṣarā,san,"6,3","15,5","3,5",12
MS-OR-00131-00002,A palm-leaf folio containing the end of the Āryasāgaranāgarājaparipṛcchasūtra and the beginning of an unidentified work.,A palm-leaf folio containing the end of the Āryasāgaranāgarājaparipṛcchasūtra and the beginning of an unidentified work.,Āryasāgaranāgarājaparipṛcchasūtra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00131-00002,palm_leaf,,,1000132,Nepal.,nepālākṣarā,,,,,
MS-ADD-01473,A paper manuscript of the Śaśajātakāvadāna.,A paper manuscript of the Śaśajātakāvadāna.,Śaśajātakāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01473,paper,1801,1900,1000132,Nepal.,devanāgarī,san,11,25,,
MS-ADD-02192,"A 15th-century manuscript of the Cāndravyākaraṇa of the Buddhist grammarian Candragomin (probably 5th c. CE) with its most widespread and best known commentary, the Cāndravyākaraṇavṛtti, for a long time believed to be the work of Candragomin himself, but now generally attributed to an author called Dharmadāsa who probably flourished in the 6th c. CE, but of whom nothing else is known (Dash 1986; Oberlies 1989). The manuscript contains the whole of chapter 1 and part of chapter 2. The text stops abruptly at the end of f. 113r, in the middle of the commentary on sūtra 2.3.37, gaurādibhyaḥ, as if the copyist was interrupted and never had the chance to complete the task. Folio 113v was left blank, although two verses, probably of a devotional or apotropaic nature, were later added by a different hand. This manuscript is among those used by Bruno Liebich for his 1902 edition of the sūtrapāṭha.",A 15th-century manuscript of the Cāndravyākaraṇa of the Buddhist grammarian Candragomin (probably 5th c. CE) with its most,Cāndravyākaraṇavṛtti,,,Cāndravyākaraṇavṛtti,Cāndravṛtti,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02192,palm_leaf,1201,1300,1000132,Nepal,,san,5,"30,5",,"2,5"
MS-ADD-01680-00003-00004,A palm-leaf manuscript of the Divyāvadāna.,A palm-leaf manuscript of the Divyāvadāna.,Divyāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00003-00004,palm_leaf,,,,,nepālākṣarā,san,5,32,,
MS-ADD-01701-00002,A palm-leaf manuscript of the Dharmasaṅgraha.,A palm-leaf manuscript of the Dharmasaṅgraha.,Dharmasaṅgraha,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01701-00002,palm_leaf,,,,,nepālākṣarā,san,5,30,,
MS-ADD-01343,"This Nepalese paper manuscript contains the Saptavāra, the Mañjuśrīnāmasaṅgīti and the Daśabalastavastotra. The Saptavāra ‘Seven Days’ usually incorporates the Vasudhārā (substituted in this manuscript by the Vasundhārānāmāṣṭottaraśataka), Vajravidāraṇā, Gaṇapatihṛdayā, Uṣṇīṣavijayā, Parṇaśavarī/Prajñāpāramitā, Mārīcī, and Grahamātṛkā. This collection associates each dhāraṇī with a specific day of the week, a tradition going back to at least the sixteenth century in Nepal. The Mañjuśrīnāmasaṅgīti is a popular Buddhist tantric work, which consists primarily of 162 verses associated with Mañjuśrī, the Bodhisattva of wisdom. The Daśabalastavastotra is a Buddhist hymn to the ten powers of an illuminated being. According to the colophon placed at the end of the Mañjuśrīnāmasaṅgīti, the manuscript was written in Kathmandu (Kāṣṭhamaṇḍapa), probably in the Tarumūla Mahāvihāra (written taramūdra), in 1663 CE, under the reign of Jayapratāpa Malla (1641-1674), and it was commissioned by a monk named Ratnasiṃha ."," This Nepalese paper manuscript contains the Saptavāra, the Mañjuśrīnāmasaṅgīti and the Daśabalastavastotra. The Saptavāra","Saptavāra, Mañjuśrīnāmasaṅgīti, Daśabalastavastotra",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01343,paper,,,1083294,"Kathmandu (Kāṣṭhamaṇḍapa),",,,"7,2","18,2",,
MS-OR-00715-00002,"This fragmentary palm-leaf manuscript is part of a bundle of a few manuscripts (Or.715), all seemingly composed of collections of Buddhist stotras. Five different manuscripts, all from around the 12th-13th century, have been tentatively identified on paleographical and codicological grounds. Further research might shed more light on the subdivision of the whole manuscript bundle."," This fragmentary palm-leaf manuscript is part of a bundle of a few manuscripts (Or.715), all seemingly composed of collections",Buddhist Stotras@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00715-00002,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,"4,3","27,2","2,5",7
MS-ADD-01404,"An 18th-century manuscript of the little-known Vajrasūcikopaniṣad (also known under the title Vajrasūcyupaniṣad). This short text, of unknown date, is often ascribed to the famous Vedāntin Śaṅkara , and it is also vaguely related to the Sāmaveda. The version of the text transmitted in the manuscript is quite different from the one printed in the standard edition of 108 Upaniṣads by L.S. Panshikar (no. 38; p. 222-23). It is in three parts: the first part (in prose and verse) deals with the definition of a real brahmin (brāhmaṇa), and was sometimes read as a critique of the caste system; the second part (in prose and verse) considers various notions of liberation (mokṣa); the third part (prose only) deals with the interpretation of the upaniṣadic “Great Sayings” (mahāvākyas). The printed text of the Upaniṣad corresponds, with important textual variations, to the prose portion of the first part only, found here on ff. 1v1-3v4.",An 18th-century manuscript of the little-known Vajrasūcikopaniṣad (also known under the title Vajrasūcyupaniṣad). This short,Vajrasūcikopaniṣad,,,Vajrasūcikopaniṣad,Vajrasūcyupaniṣad,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01404,paper,1781,1782,,,,san,"10,5","18,1","6,8","13,3"
MS-ADD-01278,"This Nepalese paper manuscript, dated 1866 CE, contains a Tantric Buddhist text called Sarvadurgatipariśodhanasamādhi, , belonging to the Sarvadurgatipariśodhana cycle. Most of the textual material of the present work is included in the so-called Version B of the Sarvadurgatipariśodhanatantra (see Skorupski 1983: xviii), where it susbtitues the 'Basic Tantra' (consisting of the description of the ritual maṇḍala). In the present text, the rite for the elimination of all evil destinies, aimed at procuring a better rebirth for the dead and a a better life for the living, is described in its different elements (for instance, the various mantras, the visualization of maṇḍalas, the transference of merits, the vow for the development of the supreme Enlightment-mind, Skt. bodhicitta etc.). This manuscript seems to give particular importance to the hand-gestures (mudrās) to be perfomed during the rite, which are carefully depicted in numerous polychrome illustrations throughout the book. As in the case of many other ritual texts from Nepal, the manuscript is an accordion book (or concertina), the ideal format to be read and consulted during the performance of often complex ritual practices. Possibly, the colophon recorded also the name of the owner of this manuscript, which has subsequently been erased (probably due to some change of ownership).","This Nepalese paper manuscript, dated 1866 CE, contains a Tantric Buddhist text called Sarvadurgatipariśodhanasamādhi, ,",Sarvadurgatipariśodhanasamādhi,,,Sarvadurgatipariśodhanasamādhi,"Ādiyogasamādhi,Sarvadurgatipariśodhanatantra",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01278,nep_multi_layered_paper,,,1000132,Nepal.,nepālākṣarā,san,8,17,"5,3","13,5"
MS-ADD-01164-00002,"This modern multi-text manuscript of a few folios contains two short texts, the Tathāgatavyāptaśata and the Pañcaviṃśatikāprajñāpāramitāhṛdayadhāraṇī. The former consists of 23 verses and includes stotra and tantra elements with a possible protective function as a 'shield' (kavaca). The latter incorporates the longer version of the Heart Sūtra and it was used by E. Conze in his edition published in 1948.","This modern multi-text manuscript of a few folios contains two short texts, the Tathāgatavyāptaśata and the Pañcaviṃśatikāprajñāpāramitāhṛdayadhāraṇī.","Tathāgatavyāptaśata, Pañcaviṃśatikāprajñāpāramitāhṛdayadhāraṇī",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01164-00002,paper,1801,1850,1000132,Nepal.,nepālākṣarā,,"8,2",33,"5,5","28,5"
MS-OR-00152,A palm-leaf manuscript of the Amoghapāśahṛdaya.,A palm-leaf manuscript of the Amoghapāśahṛdaya.,Amoghapāśahṛdaya,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00152,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-OR-00135,"A palm-leaf manuscript of the Meghasūtra. The last two folios belong to a different manuscript, containing an unidentified work.","A palm-leaf manuscript of the Meghasūtra. The last two folios belong to a different manuscript, containing an unidentified",Meghasūtra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00135,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01635,A 19th century Nepalese paper manuscript of the Aśvaghoṣanandimukhāvadāna.,A 19th century Nepalese paper manuscript of the Aśvaghoṣanandimukhāvadāna.,Aśvaghoṣanandimukhāvadāna,,,Aśvaghoṣanandimukhāvadāna,"Vasudhārāvratakathā,Vasudhārādevīvrata",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01635,nep_multi_layered_paper,,,1000132,Nepal.,nepālākṣarā,san,7,"21,7",,
MS-ADD-01706-00006,A palm-leaf manuscript of a Work on Caityas and Images.,A palm-leaf manuscript of a Work on Caityas and Images.,Work on Caityas and Images@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01706-00006,palm_leaf,,,,,nepālākṣarā,san,5,20,,
MS-ADD-02196-00001,"The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī, and Mahāśītavatī. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. The kernel of this composite manuscript probably dates back to the 12th century. The many replament folios are from a much more recent date."," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,",Pañcarakṣā,T1946,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02196-00001,palm_leaf,,,1000132,Nepāl.,,san,"4,5","54,5",,
MS-ADD-01543,A palm-leaf manuscript of the Suvikrāntavikrāmiparipṛcchā.,A palm-leaf manuscript of the Suvikrāntavikrāmiparipṛcchā.,Suvikrāntavikrāmiparipṛcchā,,,Suvikrāntavikrāmiparipṛcchā,Sārddhadvisahasrikā Prajñāpāramitā,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01543,palm_leaf,1101,1200,1000132,Nepal.,nepālākṣarā,san,5,32,,
MS-ADD-01680-00002-00003,"The Avadānaśataka is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the CE. It was translated into Chinese and Tibetan during the first millennium CE, gaining large popularity across Asia. This Nepalese incomplete palm-leaf manuscript consists of one single folio containing the second half of the Anāthapiṇḍadāvadāna, the thirty-ninth story in the collection. The verso, numbered 18, contains only four lines and ends with the final rubric of this avadāna. In Add. 1611, the Anāthapiṇḍadāvadāna is already a short story, and in the recension represented in this manuscript the longer formulaic passages are absent (Formigatti 2016). It is therefore probable that the manuscript contained other avadānas. This folio is part of a bundle of nine folios possibly from four different manuscripts, containing parts of five stories from the Avadānaśataka. They were used by Speyer for his edition of the Avadānaśataka and were given the siglum F. A complete diplomatic transcription of this fragment is provided in the section ""View more options."""," The Avadānaśataka is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the",Avadānaśataka,,,Avadānaśataka,Śatakāvadāna,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00002-00003,corypha_palm_leaf,1301,1500,1000132,Nepal.,nepālākṣarā,san,5,32,,
MS-OR-01814-00001,"This illuminated Nepalese paper manuscript contains a collection of four dhāraṇis related to various goddesses, each represented in the illuminations at the beginning of the four texts (Vajravārāhīhṛdaya, Vajranairātmādevīhṛdayamantra, Sarvabuddhaḍākinīhṛdayamantra and Ugratārāhṛdaya)."," This illuminated Nepalese paper manuscript contains a collection of four dhāraṇis related to various goddesses, each represented",Collection of Dhāraṇis@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-01814-00001,paper,,,1000132,Nepāl.,nepālākṣarā,san,"7,7","17,7","4,7",13
MS-ADD-02197,A palm-leaf manuscript of the Saddharmapuṇḍarīka.,A palm-leaf manuscript of the Saddharmapuṇḍarīka.,Saddharmapuṇḍarīka,K113,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02197,palm_leaf,,,,,nepālākṣarā,san,5,56,,
MS-ADD-01691-00005,"A Nepalese palm-leaf manuscript of the Cāndravyākaraṇa of the Buddhist grammarian Candragomin (probably 5th c. CE) with its most widespread and best known commentary, the Cāndravyākaraṇavṛtti, for a long time believed to be the work of Candragomin himself, but now generally attributed (Dash 1986; Oberlies 1989) to an author called Dharmadāsa who probably flourished in the 6th c. CE, but of whom nothing else is known. The manuscript contains the whole fourth section (pāda, literally “quarter”) of the fifth chapter (adhyāya), which comprises 176 rules. However, due to the very poor condition of f. 18v, only one of the final four rules, namely 5.4.175, āne mug ataḥ, is still legible, though barely, on line 4. A few words from the commentary on the final sūtra, 5.4.176, āsīnaḥ, can also be identified, followed by a sequence of much faded akṣaras that might be the final rubric either of the section or of the whole chapter five. The manuscript is not very accurate and even the text of the sūtras shows numerous spelling mistakes.",A Nepalese palm-leaf manuscript of the Cāndravyākaraṇa of the Buddhist grammarian Candragomin (probably 5th c. CE) with its,Cāndravyākaraṇavṛtti,,,Cāndravyākaraṇavṛtti,Cāndravṛtti,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01691-00005,palm_leaf,1301,1500,1000132,Nepal.,nepālākṣarā,san,"4,2","30,5",3,"27,5"
MS-ADD-01647,"The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī, and Mahāśītavatī. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit colleIction, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. This manuscript is an old palm-leaf exemplar of the corpus, probably to be dated to the 13th-14th century. The order of the single texts is different from the one in the other manuscripts in the Cambridge collections. The manuscript is illustrated with depictions of the five Śaktis, one at the beginning of each chapter. Both covers are decorated, each with three Buddhas and six smaller, attending figures."," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,",Pañcarakṣā,T1946,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01647,palm_leaf,1101,1300,1000132,Nepāl.,,san,"4,8","34,5",,"2,3"
MS-ADD-01364,A palm-leaf manuscript of the Laghukālacakratantra.,A palm-leaf manuscript of the Laghukālacakratantra.,Laghukālacakratantra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01364,palm_leaf,,,1000132,Nepal.,bengali,san,6,33,,
MS-ADD-02831,A palm-leaf manuscript of the Suvarṇaprabhāsottama.,A palm-leaf manuscript of the Suvarṇaprabhāsottama.,Suvarṇaprabhāsottama,,,Suvarṇaprabhāsottama,"Suvarṇaprabhāsottamasūtrendrarāja,Suvarṇabhāsottamasūtra,Suvarṇaprabhāsa.",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02831,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,"4,7",32,,
MS-ADD-01680-00003-00002,A palm-leaf manuscript of the Divyāvadāna.,A palm-leaf manuscript of the Divyāvadāna.,Divyāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00003-00002,palm_leaf,,,,,nepālākṣarā,san,5,32,,
MS-ADD-01476-00002,"Two folios of an illuminated black-paper manuscript of the Saptavāra (containing only the end of the Vajravidāraṇā and the beginnig of the Gaṇapatihṛdayā). The Saptavāra ‘Seven Days’ usually incorporates the Vasudhārā, Vajravidāraṇā, Gaṇapatihṛdayā, Uṣṇīṣavijayā, Parṇaśavarī/Prajñāpāramitā, Mārīcī, and Grahamātṛkā. This collection associates each dhāraṇī with a specific day of the week, a tradition going back to at least the sixteenth century in Nepal.",Two folios of an illuminated black-paper manuscript of the Saptavāra (containing only the end of the Vajravidāraṇā and the,Saptavāra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01476-00002,paper,1701,1875,1000132,Nepāl.,nepālākṣarā,san,"6,6",20,"4,5","16,5"
MS-OR-00157-00001,A palm-leaf folio of the Śālistambasūtra.,A palm-leaf folio of the Śālistambasūtra.,Śālistambasūtra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00157-00001,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-00866,A paper manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,A paper manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,Aṣṭasāhasrikā Prajñāpāramitā,K12,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-00866,palm_leaf,,,,,nepālākṣarā,san,5,55,,
MS-OR-00131-00005,Four palm-leaf folios of an unidentified work.,Four palm-leaf folios of an unidentified work.,Unidentified Work@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00131-00005,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01689,A palm-leaf manuscript of the Meghasūtra.,A palm-leaf manuscript of the Meghasūtra.,Meghasūtra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01689,palm_leaf,,,,,nepālākṣarā,san,5,40,,
MS-OR-00144,"These six Nepalese palm-leaf folios, probably dated to the 13th or 14th century, preserve some of the Homapañjikā section of Kuladatta's Kriyāsaṃgrahapañjikā, a work on Buddhist tantric rituals from ca. the 12th century."," These six Nepalese palm-leaf folios, probably dated to the 13th or 14th century, preserve some of the Homapañjikā section",Kriyāsaṃgrahapañjikā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00144,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,"4,2","27,5","1,8",2
MS-ADD-01657-00001,"An incomplete Nepalese manuscript of the Cāndravyākaraṇapañjikā of Ratnamati , an unpublished commentary on the Cāndravyākaraṇa of the Buddhist grammarian Candragomin (probably 5th c. CE) and the Vṛtti attributed to Dharmadāsa . The work has been identified with the help of Dragomir Dimitrov (Marburg) and Mahesh Deokar (Pune). The former is preparing the editio princeps of the Pañjikā on the basis of one incomplete manuscript kept in the Kaiser Library in Kathmandu (Dimitrov 2010a: 25-26). According to Dimitrov (2010b: 41-44; 2014: 595-700), the grammarian Ratnamati is the same as Ratnaśrījñāna, a Sinhalese Buddhist monk who composed a commentary on Daṇḍin 's Kāvyādarśa in the first half of the 10th c. CE, and who also wrote works in Sinhalese and Pāli under the name of Upatissa. The manuscript contains the commentary on section 2 (pāda, literally “quarter”) of chapter 2 (adhyāya) of Candragomin's grammar. It appears to comment on most but not all rules, which are given in abbreviated form. For example, on f. 2v2, to the right of the string hole, the term asaṃ is a reference to sūtra 2.2.2, asaṃkhyaṃ vibhaktisamīpābhāvakhyāti-paścādyathāyugapatsampatsākalyārthe . One or more folios are missing at the end. The text stops in the middle of the commentary on the last rule of the section, namely 2.2.87, lug anādiluky agoṇyādīnām, on f. 71v5.","An incomplete Nepalese manuscript of the Cāndravyākaraṇapañjikā of Ratnamati , an unpublished commentary on the Cāndravyākaraṇa",Cāndravyākaraṇapañjikā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01657-00001,palm_leaf,1100,1300,1000132,Nepal.,nepālākṣarā,san,"4,9",32,"2,5","2,5"
MS-ADD-01322,A paper manuscript of the Avalokiteśvaraguṇakāraṇḍavyūha.,A paper manuscript of the Avalokiteśvaraguṇakāraṇḍavyūha.,Avalokiteśvaraguṇakāraṇḍavyūha,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01322,paper,1701,1800,1000132,Nepal.,nepālākṣarā,san,9,35,,
MS-ADD-01272,A paper manuscript of Sarvajñamitra 's Sragdharāstuti with Newari Commentary.,A paper manuscript of Sarvajñamitra 's Sragdharāstuti with Newari Commentary.,Sragdharāstuti with Newari Commentary@en,,,Sragdharāstuti,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01272,paper,,,1000132,Nepal.,nepālākṣarā,san,9,29,,
MS-OR-00139,A paper manuscript of the Gaṇḍavyūha.,A paper manuscript of the Gaṇḍavyūha.,Gaṇḍavyūha,K44-45,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00139,palm_leaf,1001,1200,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01623,"A paper manuscript of the Aparimitāyurdhāraṇīsūtra, Sarvadurgatipariśodhana.","A paper manuscript of the Aparimitāyurdhāraṇīsūtra, Sarvadurgatipariśodhana.","Aparimitāyurdhāraṇīsūtra, Sarvadurgatipariśodhana",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01623,nep_multi_layered_paper,,,,,nepālākṣarā,san,10,35,,
